stock_code,company,listing_date,listing_year,industry,tier,score,missing_hard,missing_soft,has_hstech,has_vhsi,has_ind_basket,has_hs_sector,has_ipo_heat,has_subscription,has_outcome
02187,智欣集團控股,2021-03-26,2021,地产/建筑,严格完整,103,无缺口,国配倍数;新闻仅近期不可回测,True,True,True,True,True,True,True
02190,歸創通橋－Ｂ,2021-07-05,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02191,順豐房託,2021-05-17,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02192,醫脈通,2021-07-15,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02195,盈滙企業控股,2021-03-31,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02197,三葉草生物－Ｂ,2021-11-05,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02205,康橋悅生活,2021-07-16,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02207,融信服務,2021-07-16,2021,其他,核心缺口,88,认购倍数,行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,True,False,False,True,False,True
02209,喆麗控股,2021-07-09,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02210,京城佳業,2021-11-10,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02215,德信服務集團,2021-07-15,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02216,堃博醫療－Ｂ,2021-09-24,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02217,譚仔國際,2021-10-07,2021,其他,核心缺口,86,认购倍数,行业=其他;无官方板块;国配倍数;新闻不可用/空,True,True,False,False,True,False,True
02219,朝聚眼科,2021-07-07,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02235,微泰醫療－Ｂ,2021-10-19,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02250,德盈控股,2022-01-17,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02251,鷹瞳科技－Ｂ,2021-11-05,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02252,微創機器人－Ｂ,2021-11-02,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02256,和譽－Ｂ,2021-10-13,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02257,聖諾醫藥－Ｂ,2021-12-30,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02260,環龍控股,2022-01-11,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02265,鴻承環保科技,2021-11-12,2021,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02270,德商產投服務,2021-12-17,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02273,固生堂,2021-12-10,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02276,康耐特光學,2021-12-16,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02279,雍禾醫療,2021-12-13,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02285,泉峰控股,2021-12-30,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02378,保誠,2021-08-23,2021,金融,严格完整,103,无缺口,国配倍数;新闻仅近期不可回测,True,True,True,True,True,True,True
02518,汽車之家－Ｓ,2021-03-15,2021,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
02618,京東物流,2021-05-28,2021,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
03658,新希望服務,2021-05-25,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06127,昭衍新藥,2021-02-26,2021,生物科技/医药,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06601,朝雲集團,2021-03-10,2021,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06606,諾輝健康－Ｂ,2021-02-18,2021,其他,核心缺口,86,认购倍数,VHSI;行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,False,False,False,True,False,True
06608,百融雲－Ｗ,2021-03-31,2021,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06609,心瑋醫療－Ｂ,2021-08-20,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06611,三巽集團,2021-07-19,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06616,環球新材國際,2021-07-16,2021,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06622,兆科眼科－Ｂ,2021-04-29,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06626,越秀服務,2021-06-28,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06628,創勝集團－Ｂ,2021-09-29,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06633,青瓷遊戲,2021-12-16,2021,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06668,星盛商業,2021-01-26,2021,地产/建筑,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
06669,先瑞達醫療－Ｂ,2021-08-24,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06680,金力永磁,2022-01-14,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06699,時代天使,2021-06-16,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06821,凱萊英,2021-12-10,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06909,百得利控股,2021-07-15,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06913,華南職業教育,2021-07-13,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06939,美佳音控股,2021-03-31,2021,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09626,嗶哩嗶哩－ＳＷ,2021-03-29,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09699,順豐同城,2021-12-14,2021,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09858,優然牧業,2021-06-18,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09868,小鵬汽車－Ｗ,2021-07-07,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09869,海倫司,2021-09-10,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09888,百度集團－ＳＷ,2021-03-23,2021,消费/零售,MVP可行,103,无缺口,VHSI;新闻仅近期不可回测,True,False,True,True,True,True,True
09889,東莞農商銀行,2021-09-29,2021,金融,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09898,微博－ＳＷ,2021-12-08,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09899,雲音樂,2021-12-02,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09956,安能物流,2021-11-11,2021,其他,核心缺口,88,认购倍数,行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,True,False,False,True,False,True
09959,聯易融科技－Ｗ,2021-04-09,2021,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09960,康聖環球,2021-07-16,2021,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09961,攜程集團－Ｓ,2021-04-19,2021,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09982,中原建業,2021-05-31,2021,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
00314,思派健康,2022-12-23,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
00816,金茂服務,2022-03-10,2022,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01204,博維智慧,2022-07-15,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01244,3D MEDICINES-B,2022-12-15,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01406,清晰醫療,2022-02-18,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01407,交運燃氣,2022-11-16,2022,新能源/汽车,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01489,GC CONSTRUCTION,2022-10-10,2022,地产/建筑,MVP可行,103,无缺口,新闻不可用/空,True,True,True,True,True,True,True
01880,中國中免,2022-08-25,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01947,美皓集團,2022-12-14,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02121,創新奇智,2022-01-27,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02145,上美股份,2022-12-22,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02147,正味集團,2023-01-13,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02152,蘇新服務,2022-08-24,2022,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02157,樂普生物－Ｂ,2022-02-23,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02167,天潤雲,2022-06-30,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02172,微創腦科學,2022-07-15,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02179,瑞科生物－Ｂ,2022-03-31,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02237,中國石墨,2022-07-18,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02245,力勤資源,2022-12-01,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02246,快狗打車,2022-06-24,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02291,心泰醫療,2022-11-08,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02297,潤邁德－Ｂ,2022-07-08,2022,生物科技/医药,MVP可行,103,无缺口,新闻不可用/空,True,True,True,True,True,True,True
02306,樂華娛樂,2023-01-19,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02315,百奧賽圖－Ｂ,2022-09-01,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02321,雙財莊,2022-08-19,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02325,雲康集團,2022-05-18,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02347,友和集團,2022-06-10,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02350,數科集團,2022-09-26,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02352,東原仁知服務,2022-04-29,2022,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02361,中康控股,2022-07-12,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02367,巨子生物,2022-11-04,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02370,力高健康生活,2022-03-31,2022,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02372,偉立控股,2022-06-30,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02373,美麗田園醫療健康,2023-01-16,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02376,魯商服務,2022-07-08,2022,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02385,讀書郎,2022-07-12,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02390,知乎－Ｗ,2022-04-22,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02391,塗鴉智能－Ｗ,2022-07-05,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02392,玄武雲,2022-07-08,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02402,億華通,2023-01-12,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02407,高視醫療,2022-12-12,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02411,百果園集團,2023-01-16,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02418,德銀天下,2022-07-15,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02420,子不語,2022-11-11,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02422,潤歌互動,2022-10-17,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02425,澳亞集團,2022-12-30,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02427,GUANZE MEDICAL,2022-12-29,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02436,凌雄科技,2022-11-24,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02440,濠暻科技,2022-12-12,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02450,淮北綠金股份,2023-01-20,2023,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02455,潤華服務,2023-01-17,2023,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02457,步陽國際,2022-12-15,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02458,望塵科技控股,2023-01-16,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02459,昇能集團,2023-01-17,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02469,粉筆,2023-01-09,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02602,萬物雲,2022-09-29,2022,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
03611,花房集團,2022-12-12,2022,其他,核心缺口,88,认购倍数,行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,True,False,False,True,False,True
03660,３６０數科－Ｓ,2022-11-29,2022,金融,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
03931,中創新航,2022-10-06,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
04801,INTERRA ACQ Z25,2022-09-09,2022,其他,核心缺口,80,认购倍数;outcome验证,行业=其他;无官方板块;国配倍数;新闻不可用/空,True,True,False,False,True,False,False
04841,匯德收購Ｚ２５,2022-08-09,2022,其他,核心缺口,80,认购倍数;outcome验证,行业=其他;无官方板块;国配倍数;新闻不可用/空,True,True,False,False,True,False,False
06610,飛天雲動,2022-10-18,2022,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06639,瑞爾集團,2022-03-22,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06660,艾美疫苗,2022-10-06,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06661,湖州燃氣,2022-07-13,2022,其他,MVP可行,98,无缺口,行业=其他;新闻仅近期不可回测,True,True,False,True,True,True,True
06667,美因基因,2022-06-22,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06678,百德醫療,2022-09-22,2022,其他,核心缺口,82,认购倍数;outcome验证,行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,True,False,False,True,False,False
06686,諾亞控股－Ｓ,2022-07-13,2022,金融,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06689,洪九果品,2022-09-05,2022,其他,核心缺口,88,认购倍数,行业=其他;无官方板块;国配倍数;新闻仅近期不可回测,True,True,False,False,True,False,True
06696,多想雲,2022-11-09,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06698,星空華文,2022-12-29,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06922,康灃生物－Ｂ,2022-12-30,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06929,業聚醫療,2022-12-23,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06955,博安生物－Ｂ,2022-12-30,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06963,陽光保險,2022-12-09,2022,金融,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
07801,INTERRA ACQ-Z,2022-09-16,2022,其他,核心缺口,86,认购倍数,行业=其他;无官方板块;国配倍数;新闻不可用/空,True,True,False,False,True,False,True
07841,匯德收購－Ｚ,2022-08-09,2022,其他,核心缺口,80,认购倍数;outcome验证,行业=其他;无官方板块;国配倍数;新闻不可用/空,True,True,False,False,True,False,False
09638,法拉帝,2022-03-31,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09696,天齊鋰業,2022-07-13,2022,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09857,檸萌影視,2022-08-10,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09863,零跑汽車,2022-09-29,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09877,健世科技－Ｂ,2022-10-10,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09878,匯通達網絡,2022-02-18,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09886,叮噹健康,2022-09-14,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09896,名創優品,2022-07-13,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09955,智雲健康,2022-07-06,2022,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09985,衛龍,2022-12-15,2022,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
00666,瑞浦蘭鈞,2023-12-18,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01111,華視集團控股,2023-11-10,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01274,知行汽車科技,2023-12-20,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01284,新傳企劃,2023-07-17,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01405,達勢股份,2023-03-28,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01497,燕之屋,2023-12-12,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01519,極兔速遞－Ｗ,2023-10-27,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01541,宜明昂科－Ｂ,2023-09-05,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
01973,天圖投資,2023-10-06,2023,金融,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02105,來凱醫藥－Ｂ,2023-06-29,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02149,貝克微,2023-12-28,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02268,藥明合聯,2023-11-17,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02271,眾安智慧生活,2023-07-18,2023,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02405,力盟科技,2023-03-31,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02409,洲際船務,2023-03-29,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02415,梅斯健康,2023-04-27,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02416,易點雲,2023-05-25,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02419,德康農牧,2023-12-06,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02429,友寶在線,2023-11-03,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02433,中天湖南集團,2023-03-30,2023,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02439,中寶新材,2023-03-31,2023,工业/制造,严格完整,103,无缺口,国配倍数;新闻仅近期不可回测,True,True,True,True,True,True,True
02442,怡俊集團控股,2023-05-09,2023,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02451,綠源集團控股,2023-10-12,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02453,美中嘉和,2024-01-09,2024,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02473,喜相逢集團,2023-11-09,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02477,經緯天地,2024-01-12,2024,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02480,綠竹生物－Ｂ,2023-05-08,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02481,慧居科技,2023-07-10,2023,其他,MVP可行,98,无缺口,行业=其他;新闻仅近期不可回测,True,True,False,True,True,True,True
02482,維天運通,2023-03-09,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02483,Ｋ ＣＡＳＨ集團,2023-12-05,2023,金融,MVP可行,103,无缺口,新闻不可用/空,True,True,True,True,True,True,True
02486,普樂師集團控股,2023-05-11,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02487,科笛－Ｂ,2023-06-12,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02489,集海資源,2023-12-22,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02490,樂艙物流,2023-09-25,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02496,友芝友生物－Ｂ,2023-09-25,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02498,速騰聚創,2024-01-05,2024,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02499,佛朗斯股份,2023-11-10,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02501,邁越科技,2023-10-11,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02502,金源氫化,2023-12-20,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02503,中深建業,2024-01-09,2024,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02511,君聖泰醫藥－Ｂ,2023-12-22,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02516,泛遠國際,2023-12-22,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02517,鍋圈,2023-11-02,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02520,山西安裝,2023-11-22,2023,地产/建筑,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
02521,升輝清潔,2023-12-05,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
03650,KEEP,2023-07-12,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06682,第四範式,2023-09-28,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06683,巨星傳奇,2023-07-13,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06911,瀾滄古茶,2023-12-22,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06959,長久股份,2024-01-09,2024,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06979,珍酒李渡,2023-04-27,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
06990,科倫博泰生物－Ｂ,2023-07-11,2023,生物科技/医药,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09636,九方財富,2023-03-10,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09663,國鴻氫能,2023-12-05,2023,工业/制造,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09669,北森控股,2023-04-13,2023,TMT/互联网,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
09676,十月稻田,2023-10-12,2023,消费/零售,严格完整,105,无缺口,新闻仅近期不可回测,True,True,True,True,True,True,True
